File,input-type,frame_type,compression_ratio,peaq,desirability,,,,,,,
0,mixture,lossless,0.94793904815769492,0.15945927430939788,0.042054200272502895,,,,,,,
0,mixture,all-iframe,0.92582048512953741,0.15404811934325169,0.041597729208189271,,,,,,,
0,mixture,with-pframe,0.8934601303345584,0.12924931480674173,0.036165383999380026,,,,,,,
0,vocals,lossless,0.87923367492501081,0.15402716459187582,0.043795855693599513,,,,,,,
0,vocals,all-iframe,0.86415321348153928,0.14744628643341118,0.042656291770117059,,,,,,,
0,vocals,with-pframe,0.82217631271017999,0.04155111334608419,0.012634489921364076,,,,,,,
0,drums,lossless,0.55831228245230979,0.056650879100572649,0.025367021683519779,,,,,,,
0,drums,all-iframe,0.53208167151349584,-0.021425461246078914,-0.010066810413303005,,,,,,,
0,drums,with-pframe,0.51291831077187777,-0.53269128251120268,-0.25963748579650486,,,,,,,
0,repet-fg,lossless,0.94026958118436132,0.142220585517149,0.037813779250948511,,,,,,,
0,repet-fg,all-iframe,0.8944995762983452,0.12494633183811965,0.034920735333150654,,,,,,,
0,repet-fg,with-pframe,0.79345285123353382,-0.11288882059399352,-0.035568849623040612,,,,,,,
0,repet-bg,lossless,0.93524289490491919,0.15577242680456704,0.041639564345581991,,,,,,,
0,repet-bg,all-iframe,0.91430299869974641,0.15097851594053546,0.041282407515682948,,,,,,,
0,repet-bg,with-pframe,0.87269826612457768,0.11494827585206524,0.032928985972013027,,,,,,,
0,sum,with-pframe,0.88359892121146144,0.12699997909237526,0.035932586619235422,,,,,,,
1,mixture,lossless,0.93977977396006918,0.12638498107624718,0.033620903688872439,,,,,,,
1,mixture,all-iframe,0.91318899890620697,0.1120986658893286,0.030688791154842354,,,,,,,
1,mixture,with-pframe,0.82092059652594096,-0.63843085068602878,-0.19442527492543382,,,,,,,
1,vocals,lossless,0.9038510846415585,0.12707880826044393,0.035149265852471634,,,,,,,
1,vocals,all-iframe,0.88808898044371387,0.11601042737483747,0.032657320924327715,,,,,,,
1,vocals,with-pframe,0.68236616586655885,-1.4161164851617558,-0.51882572583423148,,,,,,,
1,drums,lossless,0.75376896044201525,0.094938637606490683,0.031487976617801436,,,,,,,
1,drums,all-iframe,0.74050168535047034,0.069852356198363719,0.023582780964672437,,,,,,,
1,drums,with-pframe,0.47854153881489936,-2.0759976654357892,-1.0845441289051756,,,,,,,
1,repet-fg,lossless,0.88748845097290963,0.10378623746745452,0.02923594029693536,,,,,,,
1,repet-fg,all-iframe,0.81664202342543446,0.079675145970706129,0.024391086818097436,,,,,,,
1,repet-fg,with-pframe,0.66979203177941349,-0.41882574257114813,-0.15632678603926811,,,,,,,
1,repet-bg,lossless,0.92177545381645254,0.12437983563471322,0.033733767567724851,,,,,,,
1,repet-bg,all-iframe,0.89655780175908084,0.11312027858707774,0.031542940780039892,,,,,,,
1,repet-bg,with-pframe,0.77779512374854798,-0.86829971388636684,-0.27909011234913511,,,,,,,
1,sum,with-pframe,0.79721857358699122,-0.70720582865668824,-0.22177287762962508,,,,,,,
2,mixture,lossless,0.9532998445038694,0.16369854383301385,0.042929447848123879,,,,,,,
2,mixture,all-iframe,0.91705738400323888,0.15406924381230391,0.042000982299423853,,,,,,,
2,mixture,with-pframe,0.85415378386811458,0.13687826027528027,0.040062534071854831,,,,,,,
2,vocals,lossless,0.67767856912615299,0.15384983757671167,0.0567561985083491,,,,,,,
2,vocals,all-iframe,0.66478425234211214,0.15119332925879947,0.056858044066976546,,,,,,,
2,vocals,with-pframe,0.57313140325587753,-0.046237234501332658,-0.020168688296726345,,,,,,,
2,drums,lossless,0.74812050821189768,0.14804665869784239,0.049472864689838726,,,,,,,
2,drums,all-iframe,0.73716770115861374,0.11170510098729958,0.037883205141696921,,,,,,,
2,drums,with-pframe,0.67899977049493154,-0.051074074608477016,-0.01880489391448854,,,,,,,
2,repet-fg,lossless,0.91559835065795747,0.14601791332244973,0.03986953264428663,,,,,,,
2,repet-fg,all-iframe,0.8342003811331361,0.12827452395148553,0.038442359549525684,,,,,,,
2,repet-fg,with-pframe,0.73870125918342611,-0.28042772929841542,-0.094905662408239749,,,,,,,
2,repet-bg,lossless,0.93448507056636176,0.15870752234697649,0.042458549458363443,,,,,,,
2,repet-bg,all-iframe,0.9049957322372103,0.14641545771740505,0.040446449773706719,,,,,,,
2,repet-bg,with-pframe,0.82645716378152145,0.11840130866856979,0.035815924241861204,,,,,,,
2,sum,with-pframe,0.83032877245732883,0.1311933124232163,0.039500411395763844,,,,,,,
3,mixture,lossless,0.91378623199691256,0.1691167398557174,0.046268135241582631,,,,,,,
3,mixture,all-iframe,0.8911697768538237,0.16798791135474245,0.047125675633829613,,,,,,,
3,mixture,with-pframe,0.86083658976707045,0.16484196956059938,0.047872607739990219,,,,,,,
3,vocals,lossless,0.72602075218205531,0.16354026234158736,0.056313907643158655,,,,,,,
3,vocals,all-iframe,0.71762877930975766,0.16240833381309328,0.056578114791223856,,,,,,,
3,vocals,with-pframe,0.67328135795140875,-0.0061115188842539858,-0.0022693034687791915,,,,,,,
3,drums,lossless,0.82089154644337514,0.16586815332213822,0.050514636811886011,,,,,,,
3,drums,all-iframe,0.81406534641305794,0.16482873898510819,0.050619013483185982,,,,,,,
3,drums,with-pframe,0.63310048089316617,0.13431849776977911,0.053039960410504315,,,,,,,
3,repet-fg,lossless,0.88303032406521587,0.16674583091615114,0.047208410167756648,,,,,,,
3,repet-fg,all-iframe,0.80329464176855725,0.16451767163216369,0.051200911557793015,,,,,,,
3,repet-fg,with-pframe,0.7280662019407188,0.13775752205940917,0.047302539828179585,,,,,,,
3,repet-bg,lossless,0.89274474572822049,0.16047951273766126,0.044939920818788066,,,,,,,
3,repet-bg,all-iframe,0.8701888064113551,0.15727115685643378,0.045183055590262519,,,,,,,
3,repet-bg,with-pframe,0.83371556197102414,0.14887874162941506,0.044643145822252671,,,,,,,
3,sum,with-pframe,0.81850510186979075,0.16404095431824617,0.050103827680338053,,,,,,,
4,mixture,lossless,0.93901739032497789,0.16812366524446754,0.044760530256602281,,,,,,,
4,mixture,all-iframe,0.9292706982500214,0.16759267387680898,0.045087151190825014,,,,,,,
4,mixture,with-pframe,0.92148729864435341,0.13469734789219912,0.036543462967519792,,,,,,,
4,vocals,lossless,0.89950604457065164,0.15655422019274434,0.043511164026549184,,,,,,,
4,vocals,all-iframe,0.88594652589279943,0.15448287415192707,0.043592606787483383,,,,,,,
4,vocals,with-pframe,0.86113612688826402,0.090088689468042826,0.026154021023824785,,,,,,,
4,drums,lossless,0.94047691203337036,0.15989130116480732,0.042502718333380519,,,,,,,
4,drums,all-iframe,0.9354395436639773,0.15907407520296291,0.042513189730010094,,,,,,,
4,drums,with-pframe,0.88967318564500975,-1.0885576499010789,-0.30588694462896471,,,,,,,
4,repet-fg,lossless,0.94636916411822358,0.14017395877058147,0.037029407784325924,,,,,,,
4,repet-fg,all-iframe,0.88696752391752043,0.13177942411800592,0.037143249488991482,,,,,,,
4,repet-fg,with-pframe,0.85401548832179086,-0.19350368507358251,-0.056645250501789146,,,,,,,
4,repet-bg,lossless,0.92214338797201223,0.16688084631585332,0.045242651113852124,,,,,,,
4,repet-bg,all-iframe,0.91353914168770334,0.16620776995876385,0.045484578157129085,,,,,,,
4,repet-bg,with-pframe,0.90135682258268057,0.13678041194673574,0.037937365236448577,,,,,,,
4,sum,with-pframe,0.8941621732501005,0.13871016664326019,0.038782161332959461,,,,,,,
5,mixture,lossless,0.9011595863089652,0.16936021141022684,0.046983967652140468,,,,,,,
5,mixture,all-iframe,0.87788417161569887,0.16816530585774858,0.04788937746429843,,,,,,,
5,mixture,with-pframe,0.86475798355063827,0.16700937159165941,0.048282113252638079,,,,,,,
5,vocals,lossless,0.84941774840476925,0.15003059453181278,0.044156893005112774,,,,,,,
5,vocals,all-iframe,0.82309292441897397,0.1408245093203333,0.042772968015653313,,,,,,,
5,vocals,with-pframe,0.71000639049553749,-1.7485670112155227,-0.61568706796960615,,,,,,,
5,drums,lossless,0.78142307894249052,0.17062761437593332,0.054588742953063846,,,,,,,
5,drums,all-iframe,0.77548938925369859,0.170254763460576,0.054886232429441323,,,,,,,
5,drums,with-pframe,0.8235025920232808,0.1661307148791642,0.050434180926800166,,,,,,,
5,repet-fg,lossless,0.9030820289576762,0.15999065554041847,0.044290178081906162,,,,,,,
5,repet-fg,all-iframe,0.83625015120498403,0.15211757303495999,0.045476097318418451,,,,,,,
5,repet-fg,with-pframe,0.81581499703971827,0.12003286275125058,0.036783113569499239,,,,,,,
5,repet-bg,lossless,0.88771902241372758,0.16610680774719411,0.046779105649765743,,,,,,,
5,repet-bg,all-iframe,0.86917984095991452,0.16588953573402376,0.047714387724068941,,,,,,,
5,repet-bg,with-pframe,0.84889284592291891,0.16133937723053959,0.047514647462699171,,,,,,,
5,sum,with-pframe,0.84257149856395153,0.16610524452275088,0.049285207488579508,,,,,,,
6,mixture,lossless,0.92291191176092546,0.14873945887271001,0.040290805920175407,,,,,,,
6,mixture,all-iframe,0.90124107879280813,0.13541126800684422,0.037562443388683669,,,,,,,
6,mixture,with-pframe,0.87655245188208319,-0.025832752318389662,-0.0073677143515265562,,,,,,,
6,vocals,lossless,0.41945988503671622,0.08566686206496632,0.051057839569967289,,,,,,,
6,vocals,all-iframe,0.41234700030941407,0.08477280107460361,0.051396518594164858,,,,,,,
6,vocals,with-pframe,0.36378579129632732,-0.52965545783661216,-0.36398855487814608,,,,,,,
6,drums,lossless,0.89231507088184259,0.1516028683768007,0.042474590344803068,,,,,,,
6,drums,all-iframe,0.88702096179773615,0.14853468281992965,0.041863351943479614,,,,,,,
6,drums,with-pframe,0.85542293870287045,-0.54337326467684033,-0.15880251747188065,,,,,,,
6,repet-fg,lossless,0.91564679778101477,0.13121464556764328,0.035825671505003299,,,,,,,
6,repet-fg,all-iframe,0.85728360449136687,0.12222336126930733,0.03564262766398741,,,,,,,
6,repet-fg,with-pframe,0.80254874820476341,-0.52040487306894478,-0.16211005070814963,,,,,,,
6,repet-bg,lossless,0.91015175537517934,0.14953991876591699,0.041075545337017509,,,,,,,
6,repet-bg,all-iframe,0.89493332110956691,0.14095484765351474,0.039375796031025645,,,,,,,
6,repet-bg,with-pframe,0.85823995418565402,-0.027811486043065159,-0.0081013141800926319,,,,,,,
6,sum,with-pframe,0.8577617793385105,-0.027838752651553111,-0.0081137774269395124,,,,,,,
7,mixture,lossless,0.93810922699428922,0.16880412636363706,0.044985200418635435,,,,,,,
7,mixture,all-iframe,0.87150483668699585,0.16648899875121215,0.047759057592874632,,,,,,,
7,mixture,with-pframe,0.86928606134088038,0.16666981580582041,0.047932959936321462,,,,,,,
7,vocals,lossless,0.55152955305056006,0.16565614759458347,0.075089424799779203,,,,,,,
7,vocals,all-iframe,0.54729333093488797,0.16541684303545479,0.075561327758593949,,,,,,,
7,vocals,with-pframe,0.50622006077626414,0.083284139734986606,0.041130402658912005,,,,,,,
7,drums,lossless,0.85491891483577154,0.16926526639590689,0.049497462115580419,,,,,,,
7,drums,all-iframe,0.8452290568668408,0.16858048034151585,0.049862365406136998,,,,,,,
7,drums,with-pframe,0.81672826019461975,0.16319066795632109,0.049952559471076116,,,,,,,
7,repet-fg,lossless,0.93161918107601005,0.1612476597285224,0.043270808234723949,,,,,,,
7,repet-fg,all-iframe,0.82210955859429768,0.14495756792700787,0.044080976316242686,,,,,,,
7,repet-fg,with-pframe,0.78600340690201731,0.092296430614352776,0.029356243816465542,,,,,,,
7,repet-bg,lossless,0.92611289251870688,0.16499628122336629,0.044540002238451039,,,,,,,
7,repet-bg,all-iframe,0.86543393189908857,0.16309425863470262,0.047113434262050564,,,,,,,
7,repet-bg,with-pframe,0.85557219245859639,0.16104515001114672,0.047057732658527279,,,,,,,
7,sum,with-pframe,0.83884087552644704,0.16564273803667851,0.049366555347199491,,,,,,,
8,mixture,lossless,0.94262462085196774,0.16781899368970565,0.044508436862710693,,,,,,,
8,mixture,all-iframe,0.93086894896908601,0.16675789957357923,0.044785546815762682,,,,,,,
8,mixture,with-pframe,0.90785787610449664,0.16566178528774111,0.045618865476657784,,,,,,,
8,vocals,lossless,0.93030253071686053,0.16227376530742665,0.043607794225385972,,,,,,,
8,vocals,all-iframe,0.91803964498565205,0.16069132555496646,0.043759364432861145,,,,,,,
8,vocals,with-pframe,0.72198129494295926,0.047725411722702393,0.016525847711356907,,,,,,,
8,drums,lossless,0.9460317143727085,0.16750991683071215,0.044266464402248941,,,,,,,
8,drums,all-iframe,0.94033142852526252,0.167143217266148,0.044437315449586082,,,,,,,
8,drums,with-pframe,0.89190020636963641,0.12797402634862687,0.035871172984006938,,,,,,,
8,repet-fg,lossless,0.93349982099819884,0.15698976452175151,0.042043330108483871,,,,,,,
8,repet-fg,all-iframe,0.90289745595268089,0.15228009807503851,0.042164283737615056,,,,,,,
8,repet-fg,with-pframe,0.87619033673041213,0.088488750049603215,0.025248152809984024,,,,,,,
8,repet-bg,lossless,0.9313362724301375,0.16559101066209392,0.04444984469197602,,,,,,,
8,repet-bg,all-iframe,0.9200161126868095,0.16489376502271957,0.044807303575685437,,,,,,,
8,repet-bg,with-pframe,0.89285997413689067,0.16081000846245042,0.045026659588448384,,,,,,,
8,sum,with-pframe,0.89787871504478578,0.16403385531077808,0.045672609385387912,,,,,,,
9,mixture,lossless,0.94730552095387799,0.15803310038129892,0.041705948314903034,,,,,,,
9,mixture,all-iframe,0.92680576359851974,0.15407938013028,0.041561939454291416,,,,,,,
9,mixture,with-pframe,0.82759926050466459,0.090118849279381852,0.027222972995537709,,,,,,,
9,vocals,lossless,0.93657397725917746,0.13778106990045691,0.036777946335767357,,,,,,,
9,vocals,all-iframe,0.92086296322203087,0.1250204198878504,0.033941103313139362,,,,,,,
9,vocals,with-pframe,0.716026669527421,-1.0874283809067249,-0.37967453838850362,,,,,,,
9,drums,lossless,0.91394161089222559,0.15406269471548173,0.042142378922073502,,,,,,,
9,drums,all-iframe,0.90071503153655486,0.14854927093727932,0.041230929244032093,,,,,,,
9,drums,with-pframe,0.62323683965411447,-0.038291758558337108,-0.015360034950592925,,,,,,,
9,repet-fg,lossless,0.85936233205602097,0.11866990283642798,0.034522662446849019,,,,,,,
9,repet-fg,all-iframe,0.77287183977552742,0.094799641120152156,0.030664735160905114,,,,,,,
9,repet-fg,with-pframe,0.69459040171007391,-0.50367529701682567,-0.18128500472248921,,,,,,,
9,repet-bg,lossless,0.93322533623226334,0.15418683402310629,0.041304824257560636,,,,,,,
9,repet-bg,all-iframe,0.91546144704638588,0.15049263836247517,0.041097481179578774,,,,,,,
9,repet-bg,with-pframe,0.80752680416892131,0.079722432824099076,0.024681048484250206,,,,,,,
9,sum,with-pframe,0.79019932197222431,0.086521670749962976,0.027373369080479999,,,,,,,
10,mixture,lossless,0.94568638778729164,0.16419635087470796,0.043406660229849847,,,,,,,
10,mixture,all-iframe,0.92618800700097426,0.16077005032286484,0.043395630559783238,,,,,,,
10,mixture,with-pframe,0.89979592548033061,0.15042761320496334,0.041794925089447869,,,,,,,
10,vocals,lossless,0.67342659745483091,0.1543221087884894,0.057289877386688878,,,,,,,
10,vocals,all-iframe,0.66575773248926196,0.15396844975650614,0.057816996424817906,,,,,,,
10,vocals,with-pframe,0.62321247785890921,-0.54040962531706427,-0.2167838596451406,,,,,,,
10,drums,lossless,0.92115987914342956,0.1605374509905535,0.043569377755529923,,,,,,,
10,drums,all-iframe,0.90814139455908693,0.1492281740756245,0.041080655217813435,,,,,,,
10,drums,with-pframe,0.83389430672697873,0.071060363185960984,0.021303767939390223,,,,,,,
10,repet-fg,lossless,0.91971567337686533,0.14299789286588949,0.038870135903211429,,,,,,,
10,repet-fg,all-iframe,0.86879659000075959,0.132447699801991,0.038112402064640699,,,,,,,
10,repet-fg,with-pframe,0.77654933381909197,-0.075552201094619242,-0.024323052575118229,,,,,,,
10,repet-bg,lossless,0.93154502479374712,0.16079970219618156,0.043154033867494522,,,,,,,
10,repet-bg,all-iframe,0.91048924617867877,0.15719453009387907,0.043162105086255585,,,,,,,
10,repet-bg,with-pframe,0.88097719027873356,0.14669639514375143,0.041628885731234987,,,,,,,
10,sum,with-pframe,0.87488689013974652,0.15233685373806738,0.04353044246489237,,,,,,,
11,mixture,lossless,0.93332548815516214,0.1744589428198462,0.046730466764785011,,,,,,,
11,mixture,all-iframe,0.90656492244046916,0.17409665194282775,0.048009979107221649,,,,,,,
11,mixture,with-pframe,0.87927513868562324,0.17438069548559332,0.049580810321290553,,,,,,,
11,vocals,lossless,0.44760666818045458,0.14559151935565184,0.081316661315329192,,,,,,,
11,vocals,all-iframe,0.4416821774678748,0.14535888301914079,0.082275723605416073,,,,,,,
11,vocals,with-pframe,0.36461192058248793,-1.3717497230371039,-0.9405546319259509,,,,,,,
11,drums,lossless,0.91496893143701008,0.17489450104148085,0.047787005392303107,,,,,,,
11,drums,all-iframe,0.9046123017918497,0.17414135591314617,0.048125963898624911,,,,,,,
11,drums,with-pframe,0.82745287506443266,0.17207233539489275,0.051988560490980745,,,,,,,
11,repet-fg,lossless,0.9105233673051647,0.17254769017510307,0.047375964300011529,,,,,,,
11,repet-fg,all-iframe,0.84312770679364801,0.17217554769444865,0.051052630078194043,,,,,,,
11,repet-fg,with-pframe,0.76533588688358034,0.15530596892452975,0.050731310130029954,,,,,,,
11,repet-bg,lossless,0.91961347028141538,0.16904520175902826,0.045955503921473094,,,,,,,
11,repet-bg,all-iframe,0.89577785770283236,0.16764111614724042,0.04678646460885566,,,,,,,
11,repet-bg,with-pframe,0.86294015178762329,0.16770564058627668,0.048585536389419981,,,,,,,
11,sum,with-pframe,0.85303392929063571,0.17409756133826404,0.051023047079451975,,,,,,,
12,mixture,lossless,0.93098505129201736,0.1622615761775843,0.043572551447630205,,,,,,,
12,mixture,all-iframe,0.90556504194634535,0.15927913968105534,0.043972307979864747,,,,,,,
12,mixture,with-pframe,0.87993616590280976,0.12823050186678087,0.03643176256291758,,,,,,,
12,vocals,lossless,0.82774443450454338,0.15918135194558092,0.048076841507506143,,,,,,,
12,vocals,all-iframe,0.81729597662439835,0.15503214838380464,0.047422278103007282,,,,,,,
12,vocals,with-pframe,0.77701401414078775,0.060434734997957928,0.019444544724455805,,,,,,,
12,drums,lossless,0.81290977596926073,0.11484264333661853,0.035318385487395458,,,,,,,
12,drums,all-iframe,0.79029909509573937,0.048743258220770525,0.015419243968280646,,,,,,,
12,drums,with-pframe,0.71281425325830372,-0.89679953969473392,-0.31452778041243767,,,,,,,
12,repet-fg,lossless,0.92208885846077249,0.14206407178710867,0.038516914742971149,,,,,,,
12,repet-fg,all-iframe,0.8791457142098893,0.13266587702734567,0.037725793029252233,,,,,,,
12,repet-fg,with-pframe,0.78499596375814262,-0.19284504340588793,-0.061415934701959662,,,,,,,
12,repet-bg,lossless,0.91957960265105332,0.16172044364555438,0.043965863090952371,,,,,,,
12,repet-bg,all-iframe,0.89699302501126221,0.15903092867838664,0.044323345958122116,,,,,,,
12,repet-bg,with-pframe,0.86549958864934218,0.12509761437274269,0.036134510060242812,,,,,,,
12,sum,with-pframe,0.87232265142961574,0.13036553582925459,0.037361616030376937,,,,,,,
13,mixture,lossless,0.93790281265785602,0.16809541638501413,0.044806192634357415,,,,,,,
13,mixture,all-iframe,0.92660293174594177,0.16660280381789816,0.044949891185855247,,,,,,,
13,mixture,with-pframe,0.92057440033954119,0.16064935995733221,0.04362747864216051,,,,,,,
13,vocals,lossless,0.59022366053299458,0.15482769592628065,0.065580095427920204,,,,,,,
13,vocals,all-iframe,0.5817732744924532,0.15416349030154075,0.066247237996638397,,,,,,,
13,vocals,with-pframe,0.55599726841308117,-0.35925548363077597,-0.16153653265966461,,,,,,,
13,drums,lossless,0.94463573607753648,0.16395407065233281,0.043390818383901186,,,,,,,
13,drums,all-iframe,0.94079666789386474,0.16361158372355122,0.043476871599105446,,,,,,,
13,drums,with-pframe,0.89721519118052728,0.11751285480601004,0.03274377651012305,,,,,,,
13,repet-fg,lossless,0.94818377498062789,0.14322535997549179,0.037763080257943137,,,,,,,
13,repet-fg,all-iframe,0.8966775456685212,0.13366287127128595,0.037266147657247596,,,,,,,
13,repet-fg,with-pframe,0.8613698038049602,-0.079342767420714555,-0.023028078959301469,,,,,,,
13,repet-bg,lossless,0.91925054375691617,0.16606229759557989,0.045162414839836337,,,,,,,
13,repet-bg,all-iframe,0.90766052920123741,0.16508845891327306,0.045470870882353666,,,,,,,
13,repet-bg,with-pframe,0.89771105786930738,0.15642304797316653,0.043561635618155452,,,,,,,
13,sum,with-pframe,0.89719430176891435,0.15910311421783918,0.044333516693137266,,,,,,,
14,mixture,lossless,0.94044491921031503,0.15487303437105338,0.041170150214937404,,,,,,,
14,mixture,all-iframe,0.91191196191741819,0.11797204803501726,0.03234195102204962,,,,,,,
14,mixture,with-pframe,0.89558888077852983,0.099578375513205142,0.027796899238700431,,,,,,,
14,vocals,lossless,0.82330084609098209,0.1257213750088515,0.038176012937972299,,,,,,,
14,vocals,all-iframe,0.78716677134688273,0.12357473632690796,0.039246682159698273,,,,,,,
14,vocals,with-pframe,0.65806356958728507,-2.2084967191333167,-0.83901344079813223,,,,,,,
14,drums,lossless,0.75424876384385753,0.052739383941423856,0.017480765786293623,,,,,,,
14,drums,all-iframe,0.73790058370335165,-0.12359156064357002,-0.041872700528061885,,,,,,,
14,drums,with-pframe,0.59835995605855952,-1.3804984049283457,-0.57678425459057658,,,,,,,
14,repet-fg,lossless,0.91918109354046273,0.13590702773560581,0.036964159916552705,,,,,,,
14,repet-fg,all-iframe,0.83529550133740094,0.12233573518063556,0.036614507974950916,,,,,,,
14,repet-fg,with-pframe,0.78950388852648246,-0.40486157059726269,-0.12820125919610412,,,,,,,
14,repet-bg,lossless,0.91990932834101657,0.15007769796326587,0.040786002853650555,,,,,,,
14,repet-bg,all-iframe,0.89153133010158425,0.10636764715487645,0.029827231966922729,,,,,,,
14,repet-bg,with-pframe,0.86610713272400552,0.081646965404269078,0.023567224630595084,,,,,,,
14,sum,with-pframe,0.85070131703070329,0.10516181594486307,0.030904447260032747,,,,,,,
15,mixture,lossless,0.93885100952988598,0.164618031044935,0.043834972049336333,,,,,,,
15,mixture,all-iframe,0.92344820936704697,0.16438699423507108,0.044503577073300563,,,,,,,
15,mixture,with-pframe,0.9112693341459408,0.16131889847858316,0.044256646315705979,,,,,,,
15,vocals,lossless,0.24422671748637653,0.16226412268115409,0.16609988902033776,,,,,,,
15,vocals,all-iframe,0.23939594854861479,0.1436214174715098,0.14998313290413121,,,,,,,
15,vocals,with-pframe,0.22830052351284499,0.095544327433381593,0.1046256114125883,,,,,,,
15,drums,lossless,0.92333465064623721,0.1620268287141422,0.043870017387720818,,,,,,,
15,drums,all-iframe,0.91057381673955529,0.15892071639095429,0.043632024518339849,,,,,,,
15,drums,with-pframe,0.88973876732841806,0.11973879807600651,0.033644369131947925,,,,,,,
15,repet-fg,lossless,0.94319266653493539,0.156966149639167,0.041605006911213362,,,,,,,
15,repet-fg,all-iframe,0.88494513709180167,0.15220208761433573,0.042997605511037103,,,,,,,
15,repet-fg,with-pframe,0.84510935681007127,0.0067439441360725993,0.001994991559887623,,,,,,,
15,repet-bg,lossless,0.92903698871792917,0.16559010531151186,0.044559610468261915,,,,,,,
15,repet-bg,all-iframe,0.91694727018643152,0.16505341087687908,0.045000791278685198,,,,,,,
15,repet-bg,with-pframe,0.89826602737312733,0.15760524772799522,0.043863744961192934,,,,,,,
15,sum,with-pframe,0.89160558223246444,0.15399467594020644,0.043179035385417786,,,,,,,
16,mixture,lossless,0.93755804786268304,0.16462118455727515,0.043896264591978082,,,,,,,
16,mixture,all-iframe,0.89117611140167741,0.15166792711782096,0.042547125415893269,,,,,,,
16,mixture,with-pframe,0.8297627923579266,0.15206035107546212,0.045814403970607709,,,,,,,
16,vocals,lossless,0.51127694312500727,0.14470454834714852,0.070756441441839207,,,,,,,
16,vocals,all-iframe,0.49198058522802984,0.12413396013977041,0.063078688401004238,,,,,,,
16,vocals,with-pframe,0.45275421147497996,0.010363367173717108,0.0057224024156260151,,,,,,,
16,drums,lossless,0.6011098537343661,0.16308283033484772,0.067825718261688553,,,,,,,
16,drums,all-iframe,0.59457846159289474,0.14967991586771356,0.062935308599438786,,,,,,,
16,drums,with-pframe,0.52392913017587206,-0.21964557607543922,-0.10480691157681421,,,,,,,
16,repet-fg,lossless,0.89543288333132176,0.15740116423163242,0.043945550571597658,,,,,,,
16,repet-fg,all-iframe,0.76717924266924153,0.14287873219891489,0.046559762129967791,,,,,,,
