File,compression_ratio mixture 0.1,compression_ratio mixture 1,compression_ratio mixture 2,compression_ratio mixture 5,compression_ratio vocals 0.1,compression_ratio vocals 1,compression_ratio vocals 2,compression_ratio vocals 5,compression_ratio drums 0.1,compression_ratio drums 1,compression_ratio drums 2,compression_ratio drums 5,compression_ratio repet-fg 0.1,compression_ratio repet-fg 1,compression_ratio repet-fg 2,compression_ratio repet-fg 5,compression_ratio repet-bg 0.1,compression_ratio repet-bg 1,compression_ratio repet-bg 2,compression_ratio repet-bg 5,compression_ratio sum 0.1,compression_ratio sum 1,compression_ratio sum 2,compression_ratio sum 5,peaq mixture 0.1,peaq mixture 1,peaq mixture 2,peaq mixture 5,peaq vocals 0.1,peaq vocals 1,peaq vocals 2,peaq vocals 5,peaq drums 0.1,peaq drums 1,peaq drums 2,peaq drums 5,peaq repet-fg 0.1,peaq repet-fg 1,peaq repet-fg 2,peaq repet-fg 5,peaq repet-bg 0.1,peaq repet-bg 1,peaq repet-bg 2,peaq repet-bg 5,peaq sum 0.1,peaq sum 1,peaq sum 2,peaq sum 5,desirability mixture 0.1,desirability mixture 1,desirability mixture 2,desirability mixture 5,desirability vocals 0.1,desirability vocals 1,desirability vocals 2,desirability vocals 5,desirability drums 0.1,desirability drums 1,desirability drums 2,desirability drums 5,desirability repet-fg 0.1,desirability repet-fg 1,desirability repet-fg 2,desirability repet-fg 5,desirability repet-bg 0.1,desirability repet-bg 1,desirability repet-bg 2,desirability repet-bg 5,desirability sum 0.1,desirability sum 1,desirability sum 2,desirability sum 5,p-ratio mixture 0.1,p-ratio mixture 1,p-ratio mixture 2,p-ratio mixture 5,p-ratio vocals 0.1,p-ratio vocals 1,p-ratio vocals 2,p-ratio vocals 5,p-ratio drums 0.1,p-ratio drums 1,p-ratio drums 2,p-ratio drums 5,p-ratio repet-fg 0.1,p-ratio repet-fg 1,p-ratio repet-fg 2,p-ratio repet-fg 5,p-ratio repet-bg 0.1,p-ratio repet-bg 1,p-ratio repet-bg 2,p-ratio repet-bg 5,p-ratio sum 0.1,p-ratio sum 1,p-ratio sum 2,p-ratio sum 5,q-25 mixture 0.1,q-25 mixture 1,q-25 mixture 2,q-25 mixture 5,q-25 vocals 0.1,q-25 vocals 1,q-25 vocals 2,q-25 vocals 5,q-25 drums 0.1,q-25 drums 1,q-25 drums 2,q-25 drums 5,q-25 repet-fg 0.1,q-25 repet-fg 1,q-25 repet-fg 2,q-25 repet-fg 5,q-25 repet-bg 0.1,q-25 repet-bg 1,q-25 repet-bg 2,q-25 repet-bg 5,q-25 sum 0.1,q-25 sum 1,q-25 sum 2,q-25 sum 5,q-50 mixture 0.1,q-50 mixture 1,q-50 mixture 2,q-50 mixture 5,q-50 vocals 0.1,q-50 vocals 1,q-50 vocals 2,q-50 vocals 5,q-50 drums 0.1,q-50 drums 1,q-50 drums 2,q-50 drums 5,q-50 repet-fg 0.1,q-50 repet-fg 1,q-50 repet-fg 2,q-50 repet-fg 5,q-50 repet-bg 0.1,q-50 repet-bg 1,q-50 repet-bg 2,q-50 repet-bg 5,q-50 sum 0.1,q-50 sum 1,q-50 sum 2,q-50 sum 5,q-75 mixture 0.1,q-75 mixture 1,q-75 mixture 2,q-75 mixture 5,q-75 vocals 0.1,q-75 vocals 1,q-75 vocals 2,q-75 vocals 5,q-75 drums 0.1,q-75 drums 1,q-75 drums 2,q-75 drums 5,q-75 repet-fg 0.1,q-75 repet-fg 1,q-75 repet-fg 2,q-75 repet-fg 5,q-75 repet-bg 0.1,q-75 repet-bg 1,q-75 repet-bg 2,q-75 repet-bg 5,q-75 sum 0.1,q-75 sum 1,q-75 sum 2,q-75 sum 5
23,0.8891915713,0.8789068215,0.877893599,0.8768927483,0.5263834279,0.5035737313,0.501485879,0.4990918023,0.8467325833,0.8307917584,0.8291510966,0.827683098,0.8500728762,0.8128405629,0.8077915182,0.8029647142,0.8736345428,0.86096276,0.8598284385,0.8588732822,0.8505778619,0.8442419705,0.8436748098,0.8431972316,0.1704416845,0.1691183982,0.1687363008,0.1655750169,0.0567831947,-0.171920788,-0.170187683,-0.759533265,0.1643059604,0.1576947369,0.1565021494,0.1537780291,0.1358402697,0.0976152377,0.0973535247,-0.005400868,0.1661423196,0.1644471388,0.1643215685,0.1621491856,0.169753842,0.1688780582,0.168653001,0.166455531,0.047920406,0.0481047575,0.0480514669,0.0472050365,0.0269685517,-0.085350356,-0.084841712,-0.380457694,0.0485117626,0.0474531479,0.0471874638,0.0464483416,0.0399495953,0.0300228736,0.030129533,-0.00168154,0.0475434268,0.0477509442,0.0477774289,0.0471982273,0.049893681,0.0500087843,0.0499757131,0.0493524898,0.7149329635,0.9322237633,0.9433194637,0.949976884,0.4329172446,0.5637540453,0.5703190014,0.5743874249,0.6858992141,0.8937586685,0.9044845123,0.91086454,0.710309755,0.9252889505,0.9364771151,0.9431345354,0.7154877485,0.9318539066,0.942949607,0.9496070273,0.7154877485,0.9318539066,0.942949607,0.9496070273,10,2,2,1.8,10,2,1,1,10,2,2,2,10,1,1,1.6,10,2,2,2,10,2,2,2,10,6,5.5,5.6,10,4,4,4.6,10,7,6,6,10,5,5,5.2,10,7,6.5,5.8,10,7,6.5,5.8,20,14,12.5,13.4,20,12,12.5,13.2,20,14,13.5,13.8,10,13,11.5,13.2,20,14,13.5,13.6,20,14,13.5,13.6
24,0.8784741973,0.8673844855,0.8663316191,0.8654881367,0.820539857,0.8007923468,0.7983949768,0.7960081539,0.8676342883,0.8507974858,0.8488479062,0.8470985085,0.830148095,0.7878445812,0.7826339754,0.7770719186,0.8552920236,0.8422230021,0.8409591235,0.839874899,0.8307728142,0.8242383034,0.8236063641,0.8230642519,0.1670689126,0.1637583076,0.1620781405,0.159148264,0.1111639829,0.0299857271,-0.017441149,-0.152299535,0.1358499335,0.0959945106,0.0867015119,0.0703925749,0.0914471792,-0.022103723,-0.034748149,-0.278695665,0.1628051446,0.1576469758,0.1554279273,0.1556019037,0.1647336504,0.1619412526,0.1604513302,0.1608340671,0.0475451963,0.0471988808,0.0467713913,0.0459706659,0.03386916,0.009361268,-0.005461316,-0.047832279,0.0391437773,0.028207215,0.025535055,0.020774613,0.0275394173,-0.007013986,-0.011099745,-0.089662121,0.04758759,0.0467949033,0.0462055536,0.0463169884,0.0495724124,0.0491184564,0.0487038885,0.0488522211,0.7039936218,0.917228383,0.9281727912,0.9346959484,0.6679712981,0.8698267739,0.8801913459,0.8864245851,0.6993549322,0.9111401029,0.9220120316,0.9285351888,0.694208886,0.904109589,0.9149090382,0.9213597159,0.7034862651,0.9162136696,0.9270855983,0.9336087555,0.7034862651,0.9162136696,0.9270855983,0.9336087555,10,2,2,1.8,10,2,1.5,1.4,10,2,2,2.2,10,1,1,1,10,3,2,2.2,10,3,2,2.2,10,6,5.5,6,10,5,5,5.4,10,6,6.5,7,10,5,4.5,4.8,10,7,6.5,6.4,10,7,6.5,6.4,20,14,13.5,13.2,20,13,13.5,13.4,20,14,14,14.6,10,12,12,12.8,20,14,14,14.2,20,14,14,14.2
25,0.8971227967,0.8732057412,0.8713634256,0.8696140106,0.7621371228,0.7344478598,0.7315691326,0.7289647929,0.8460252286,0.8309758719,0.8292881459,0.8283133315,0.8451954568,0.7994262741,0.7941357099,0.7891276114,0.8803447716,0.8549349714,0.8530124234,0.8509545635,0.8569075499,0.8442026498,0.8432413758,0.8422124458,0.1708565382,0.1697748518,0.1692552225,0.1693275144,0.1267901585,0.0799563118,0.0711065169,0.0340266654,0.1687855568,0.1636127208,0.1634169218,0.1644599931,0.1514462025,0.1277130319,0.116740521,0.1169906676,0.1662321337,0.164811142,0.1645802659,0.1637034771,0.170032932,0.1692488569,0.1689645043,0.1684819538,0.0476123611,0.0486067727,0.0485604564,0.0486789289,0.0415903368,0.0272164697,0.0242993156,0.0116695161,0.0498760412,0.049223066,0.0492642161,0.0496370114,0.044796207,0.039938965,0.0367508096,0.0370632918,0.0472065431,0.0481940579,0.0482350143,0.0480940711,0.0496065567,0.0501209209,0.050093754,0.0500117146,0.7383212708,0.9624964752,0.9739637184,0.9808252655,0.6346461134,0.8264874518,0.8363568005,0.8422784096,0.680515086,0.8865494877,0.8971707867,0.9034683711,0.7207444309,0.9391860137,0.9503712755,0.957044835,0.739167215,0.9624964752,0.9739637184,0.9808252655,0.739167215,0.9624964752,0.9739637184,0.9808252655,10,2,2,1.8,10,2,1,1,10,2,2,2.2,10,1,1.5,1.6,10,2,2,1.8,10,2,2,1.8,10,7,6,5.2,10,5,4.5,5.6,10,7,7,6.4,10,6,5.5,5.2,10,7,6,5.6,10,7,6,5.6,20,15,13,12.6,20,12,12.5,13.8,20,16,15,13.4,10,15,12,13.2,20,15,14,13.2,20,15,14,13.2
26,0.9149855924,0.9028825725,0.9016989962,0.9005973119,0.3377264216,0.3080068155,0.3050306888,0.302168182,0.7364796612,0.6799486181,0.6573344001,0.6618078083,0.892499429,0.8617823975,0.8582121602,0.8545425234,0.9014921222,0.8884837875,0.8872175331,0.885905259,0.9028669944,0.8963628271,0.8957296998,0.8950735628,0.1649480402,0.1626588548,0.1629835982,0.1610180273,0.0503665387,-0.105716882,-0.107158068,-0.102062481,0.1133026759,0.0740705478,0.0625197479,0.0457349589,0.043326044,-0.15553309,-0.184140908,-0.268420068,0.1611498782,0.1582702141,0.1566447157,0.1568599974,0.1649379009,0.162658988,0.1612132886,0.1621706714,0.0450684802,0.0450387624,0.0451879172,0.0446975649,0.0372835345,-0.085807259,-0.087825645,-0.084441784,0.0384608978,0.0272338769,0.023777756,0.0172765259,0.0121361545,-0.045119595,-0.053640847,-0.078527417,0.0446897633,0.0445337935,0.0441393204,0.044265455,0.0456705976,0.0453663916,0.0449949601,0.0452953472,0.7442013609,0.9693422112,0.9809029048,0.9878539548,0.3008707105,0.3920392186,0.3967220312,0.3993561133,0.7100314626,0.9247091534,0.9356844955,0.9422697007,0.7409087583,0.9649520743,0.976439599,0.9833174801,0.7443476988,0.9693422112,0.9809029048,0.9878539548,0.7443476988,0.9693422112,0.9809029048,0.9878539548,10,2,2.5,2,10,1,1,0.8,10,3,3,2.8,10,2,2,1.6,10,3,2.5,2.2,10,3,2.5,2.2,10,7,6.5,6,10,4,3.5,4.8,10,8,8,7.6,10,6,6,5.4,10,7,6.5,6.4,10,7,6.5,6.4,20,15,14,13,20,11,11.5,14.4,20,17,16,16.2,10,15,13.5,12.8,20,15,14.5,13.6,20,15,14.5,13.6
27,0.9021581862,0.8719872866,0.8694501478,0.8674892055,0.6301152895,0.5066848066,0.5005738778,0.4929742482,0.666080036,0.5424062831,0.5313829025,0.522126563,0.8279276752,0.7606724843,0.7543762528,0.749351634,0.8839141865,0.8521755571,0.8495543655,0.8473875422,0.8603991581,0.8445298434,0.8432192476,0.8421358359,0.1569464823,0.1420287777,0.1419436141,0.136582038,0.122586184,0.0717222096,0.0681840603,0.0438867956,-0.152361954,-0.631941521,-0.623749897,-0.087950118,0.0609952758,-0.095854797,-0.09841559,-0.110267557,0.1554728051,0.139508481,0.1393633885,0.1330896327,0.1556523201,0.1396276103,0.1398780983,0.1333615673,0.0434919521,0.0407198533,0.04081419,0.0393613076,0.0486364107,0.0353879812,0.0340529457,0.0222561299,-0.057186053,-0.291267607,-0.29345595,-0.042111494,0.0184180568,-0.031503308,-0.032614889,-0.036787655,0.0439728221,0.040927154,0.0410107328,0.0392646888,0.045226776,0.0413329415,0.0414714497,0.039590278,0.7470570779,0.9762587793,0.9881293897,0.9949549906,0.7498268869,0.9764566228,0.9881293897,0.9950539124,0.7483430606,0.9761598576,0.9881293897,0.9950539124,0.7482441389,0.9762587793,0.9879315461,0.9948560688,0.7498268869,0.9764566228,0.9881293897,0.9950539124,0.7498268869,0.9764566228,0.9881293897,0.9950539124,10,2,1.5,1,10,1,0.5,0.2,10,1,0.5,0.2,10,1,1,0.6,10,2,1.5,1.2,10,2,1.5,1.2,10,5,5,4.2,10,1,0.5,0.2,10,2,3.5,3.2,10,4,4,3.2,10,6,5.5,4.6,10,6,5.5,4.6,20,13,11.5,11.6,10,7,7,6.4,10,12,10.5,8.8,10,11,10.5,10.4,20,14,12.5,12,20,14,12.5,12
28,0.8691945121,0.8206019864,0.8164383376,0.8127459355,0.6747534728,0.6221832249,0.6201265396,0.6151679483,0.7781210299,0.6871928414,0.6803600711,0.6737885422,0.7827191232,0.6996836511,0.6923028829,0.6849920253,0.850870476,0.7980635445,0.7934501283,0.7892465305,0.8252810721,0.7988776064,0.7965708983,0.7944690994,0.1581102056,0.1483802746,0.1477887731,0.1499441778,0.1189424678,0.0678136774,0.0128963398,0.0253350525,0.0560322329,-0.073168354,-0.100654999,-0.160586683,0.0943088654,-0.067385388,-0.099672776,-0.060958248,0.1508236892,0.1349773159,0.1322661383,0.1369080309,0.1562394166,0.144180667,0.143421554,0.1486024991,0.0454760711,0.0452047025,0.0452541136,0.0461227092,0.0440688609,0.0272482746,0.0051990759,0.0102959901,0.0180024157,-0.026618567,-0.03698593,-0.059583487,0.0301221928,-0.024077091,-0.035993197,-0.022247795,0.0443145265,0.0422827596,0.0416743704,0.0433666876,0.047329153,0.0451197611,0.0450121748,0.046761573,0.749176998,0.9765356868,0.9881627793,0.9950970092,0.7495272116,0.9763956013,0.9880226938,0.9949569237,0.7498073825,0.9765356868,0.9881627793,0.9950970092,0.7450444771,0.9703018841,0.9817888912,0.9887231211,0.7498073825,0.9765356868,0.9881627793,0.9950970092,0.7498073825,0.9765356868,0.9881627793,0.9950970092,10,2,2,1.6,10,1,0.5,0.2,10,2,2,1.8,10,1,1,1.2,10,2,2,2,10,2,2,2,10,6,5.5,5.4,10,3,2.5,2.4,10,7,6.5,6,10,5,5,5,10,7,6.5,5.8,10,7,6.5,5.8,20,14,13,13,10,10,9.5,9.6,20,14,15,14,10,13,13,13.2,20,14,14,13.8,20,14,14,13.8
29,0.915623393,0.8992698542,0.8975217883,0.8959343743,0.5541449022,0.5195583039,0.5187180428,0.5128958881,0.8928468018,0.8683686987,0.865493647,0.8619771982,0.8625079956,0.8138591677,0.8070170611,0.8015047737,0.9003225015,0.881917286,0.8799491645,0.8781346312,0.88570243,0.8764998223,0.8755157615,0.8746084949,0.156504891,0.1528097049,0.1524872976,0.1518635283,0.132641085,0.0848121845,0.0821244672,0.0655265689,0.14390548,0.1299871732,0.1267466072,0.1247161497,0.0835534041,-0.037813565,-0.034234838,-0.026203945,0.1527982084,0.1475185566,0.1463540382,0.1450863637,0.1549200849,0.1510527687,0.1505215361,0.1497206297,0.0427317859,0.0424816044,0.0424745392,0.04237574,0.0598404337,0.0408097531,0.0395804948,0.0319395078,0.0402940011,0.037422806,0.0366110738,0.0361715339,0.0242181535,-0.011615512,-0.010605364,-0.008173359,0.0424287431,0.0418175715,0.0415802538,0.0413052733,0.0437280287,0.0430840842,0.0429808185,0.0427964714,0.7499483364,0.9766480678,0.9882895915,0.9952469518,0.7497416822,0.9763725288,0.9880140525,0.9949714128,0.7499483364,0.9766480678,0.9882895915,0.9952469518,0.7308672591,0.9521250947,0.9634221947,0.9701729007,0.7498794517,0.976579183,0.9882207068,0.9951780671,0.7498794517,0.976579183,0.9882207068,0.9951780671,10,2,2,2,10,1,0.5,0.2,10,2,2,1.8,10,1,1.5,1.8,10,2,2,2.2,10,2,2,2.2,10,6,6,6,10,1,1,0.8,10,7,6,5.8,10,6,6,5.6,10,7,6.5,6,10,7,6.5,6,20,14,13.5,13.8,10,8,7.5,7.8,20,14,14,13.6,10,14,13.5,13.8,20,15,14,14,20,15,14,14
30,0.9056091072,0.8845925128,0.8826134023,0.8806189627,0.8259954786,0.7936292402,0.7898390552,0.7860172958,0.7826564902,0.7173984944,0.7105479194,0.705213585,0.8473003253,0.7878230384,0.7813746837,0.7746887291,0.885354632,0.8614599298,0.8591128393,0.8566194566,0.8597080887,0.8477607376,0.8465871923,0.845340501,0.166570001,0.1637818584,0.1628767363,0.1585786421,0.0832385604,-0.009721042,-0.079784368,-0.330159349,-0.079170479,-0.423566417,-0.607842342,-1.123537224,0.1449780229,0.126158127,0.1272628364,0.1198977339,0.1569522754,0.149582348,0.1463776601,0.1400618488,0.1655429676,0.1626945718,0.1611697367,0.1575804847,0.0459828638,0.0462873741,0.0461347901,0.0450190857,0.0251934068,-0.003062211,-0.025253362,-0.105010205,-0.025289025,-0.147604999,-0.213863951,-0.398296788,0.0427764568,0.0400337769,0.0407176093,0.0386922287,0.0443190417,0.043409549,0.0425955862,0.040876333,0.0481392957,0.0479777385,0.0475939567,0.0466026662,0.7383775484,0.9616139214,0.9731297449,0.9800392391,0.6854900623,0.892774887,0.9034376866,0.9098353664,0.6663823253,0.8675253775,0.8779322699,0.8840740425,0.7341124286,0.9560692655,0.9674997867,0.9743239785,0.7385481532,0.9617845261,0.9732150473,0.9801245415,0.7385481532,0.9617845261,0.9732150473,0.9801245415,10,2,2,1.6,10,2,1.5,1.6,10,2,2,1.2,10,1,1.5,1.2,10,2,2,1.8,10,2,2,1.8,10,6,5.5,5.4,10,5,4.5,6.6,10,6,5,4,10,5,5,4.6,10,7,6,6,10,7,6,6,20,13,12.5,14,20,13,12.5,16.2,10,13,11.5,10.6,10,13,12,12.8,20,14,13.5,15.4,20,14,13.5,15.4
31,0.9089363569,0.8837305892,0.8816802493,0.8797227094,0.7592655378,0.6663461111,0.6603374207,0.6524053969,0.8360725152,0.7757741136,0.7703031236,0.762446203,0.8210930887,0.7673357904,0.7613663782,0.7562419852,0.8998243707,0.8730066889,0.8707216514,0.868633652,0.8604161064,0.8470072656,0.8458647468,0.8448207471,0.171206147,0.1679484116,0.1646808496,0.1640955429,-0.043973243,-0.599867975,-1.049540639,-1.886531015,0.1386885641,0.1165386078,0.1133913809,0.0788447652,0.1144386099,0.01652213,-0.030075422,-0.051657305,0.1683116265,0.1655403832,0.1647576806,0.1650373882,0.1702407047,0.1683551953,0.1674375651,0.1680047298,0.047089696,0.0475112024,0.0466951737,0.0466327461,-0.014478875,-0.225058706,-0.39735013,-0.72291363,0.0414702558,0.0375555867,0.0368008961,0.0258525667,0.0348433727,0.005382953,-0.009875476,-0.017076976,0.046762355,0.0474052448,0.0473049224,0.0474991349,0.0494646437,0.0496911898,0.0494870976,0.0497160878,0.746989283,0.9763562037,0.9879571318,0.9950281737,0.7496409237,0.9764666888,0.9880676168,0.9950281737,0.7485360734,0.9763562037,0.9879571318,0.9950281737,0.7167163849,0.9332670423,0.9443155452,0.951055132,0.7493094686,0.9764666888,0.9880676168,0.9950281737,0.7493094686,0.9764666888,0.9880676168,0.9950281737,10,2,1.5,1.6,10,1,0.5,0.2,10,1,1,1,10,1,1.5,1.4,10,2,1.5,1.8,10,2,1.5,1.8,10,6,5.5,5.2,10,3,2.5,2.4,10,5,5.5,5,10,6,5.5,5.4,10,6,6,5.8,10,6,6,5.8,20,14,12.5,12.6,10,10,10,10.6,10,14,12.5,13.6,10,14,13.5,12.4,20,15,13,13.2,20,15,13,13.2
32,0.9172725516,0.8979868688,0.8963214664,0.8944703326,0.5803038744,0.552014594,0.5477528657,0.5436062023,0.8882283959,0.8666594421,0.8640335516,0.8612685943,0.8586937979,0.8059134094,0.7997471868,0.7935329605,0.8997794915,0.8779701066,0.8758403241,0.8737149711,0.8787182861,0.8678135936,0.8667487024,0.8656860259,0.1470624597,0.1303129352,0.1230341472,0.113040793,-0.005793857,-0.13593196,-0.136448105,-0.231582472,0.0529936266,-0.389544046,-0.448773912,-0.4765838,-0.000628606,-0.229697181,-0.434694623,-0.209322338,0.1435624874,0.1263709478,0.1167150632,0.1017025708,0.1453300148,0.130194844,0.1212145373,0.1079632794,0.0400814511,0.0362791873,0.0343164121,0.0315943382,-0.002496044,-0.06156176,-0.062276308,-0.106502865,0.0149155406,-0.112369412,-0.12984852,-0.138337739,-0.000183012,-0.071253679,-0.135885012,-0.065946327,0.0398882417,0.0359838413,0.033315166,0.0291006146,0.0413471579,0.0375065697,0.0349624225,0.0311785325,0.7471785677,0.973209577,0.9848117287,0.9917730197,0.4868684738,0.6342158,0.6418099357,0.6463453222,0.7197553001,0.937348381,0.9485286362,0.955278979,0.7322012446,0.9534859192,0.9648771227,0.9716274655,0.7472840418,0.973209577,0.9848117287,0.9917730197,0.7472840418,0.973209577,0.9848117287,0.9917730197,10,2,2,1.6,10,1,1.5,1.6,10,2,1.5,1.6,10,1,1,1.2,10,2,2,1.8,10,2,2,1.8,10,6,5.5,5.2,10,5,6,6.4,10,6,5.5,5,10,5,4.5,4.4,10,6,5.5,5.8,10,6,5.5,5.8,20,13,13,12.8,20,14,14.5,14.8,10,13,12.5,12.8,10,12,11.5,12.6,20,14,13,13.8,20,14,13,13.8
33,0.9133612369,0.9003389109,0.8986751376,0.8975264341,0.7475706904,0.7084168412,0.704225943,0.6997992847,0.8504278795,0.8143084727,0.8082325197,0.8025617365,0.8712353055,0.8293034087,0.8234882966,0.8175192792,0.8919656648,0.877093853,0.8753997548,0.8742004335,0.8702936901,0.8628577842,0.8620107351,0.8614110744,0.1452879229,0.1239884883,0.1133633755,0.0977970808,-0.044669455,-0.763328165,-1.03764025,-2.014172073,0.0666962837,-0.003420923,-0.060084382,-0.102897315,0.0676846791,-0.073714999,-0.315174099,-0.348751395,0.1401660393,0.1207564146,0.1072310111,0.0916509414,0.1433978206,0.124846723,0.1114412456,0.0970859141,0.0397673771,0.0344282822,0.0315362501,0.0272407244,-0.014938204,-0.269378183,-0.36836198,-0.719553491,0.0196066843,-0.001050254,-0.018585116,-0.032052773,0.0194220432,-0.022221963,-0.095682629,-0.106649288,0.0392857161,0.0344194678,0.030623441,0.0262099336,0.0411923648,0.0361724508,0.0323201443,0.028176418,0.7330454068,0.9555270223,0.9668495389,0.9737364305,0.6337107506,0.8254931715,0.8351815104,0.8411345862,0.6858877086,0.8933115443,0.9040504261,0.9104704097,0.7261585152,0.9457219563,0.956927746,0.9638146376,0.7335123147,0.9552935683,0.966616085,0.9735029765,0.7335123147,0.9552935683,0.966616085,0.9735029765,10,2,2,2,10,2,1.5,1,10,3,3,2.75,10,1,1.5,1.6,10,2,2.5,2.15,10,2,2.5,2.15,10,7,6,5.8,10,5,4.5,4.6,10,8,8,6.8,10,6,5.5,5.2,10,7,6.5,6.2,10,7,6.5,6.2,20,14,13.5,12.8,20,14,12.5,12.4,10,16,16.5,14.2,10,15,13,12.8,20,15,14,13.4,20,15,14,13.4
34,0.8978752727,0.8663769633,0.8633786521,0.8614834412,0.864940632,0.8144311607,0.8100183756,0.8062560747,0.8013184542,0.743178417,0.7384211527,0.7328399505,0.814383611,0.7672532315,0.7608425949,0.7555220208,0.8815101457,0.8477256192,0.8445789071,0.8425917925,0.8461284244,0.8292361611,0.8276628051,0.8266692478,0.1732616694,0.172923505,0.1727854293,0.1727292842,0.1645128432,0.1552398714,0.1501449407,0.1469832787,0.1711926127,0.1697543492,0.1691003802,0.1694078625,0.1703012968,0.1675514581,0.1676827286,0.1670559875,0.1663597879,0.1646775592,0.1640277888,0.1628782761,0.1727099251,0.1722413923,0.1720744622,0.1718835678,0.0482421319,0.04989846,0.0500317644,0.0501255381,0.0475503281,0.0476528523,0.0463399798,0.0455758671,0.0534096687,0.0571041709,0.0572506555,0.0577915623,0.0522792006,0.0545945756,0.0550977067,0.0552783317,0.0471803384,0.0485645224,0.0485531273,0.0483265674,0.0510294655,0.0519277259,0.0519760164,0.0519807554,0.7497709724,0.9765737469,0.988221437,0.9951577019,0.7497709724,0.9765737469,0.988221437,0.9951577019,0.7103782227,0.9251406884,0.9361340139,0.9428085329,0.6940191074,0.9036775291,0.9144091088,0.920691009,0.7499018453,0.9765737469,0.988221437,0.9951577019,0.7499018453,0.9765737469,0.988221437,0.9951577019,10,2,2,2,10,2,1.5,1.8,10,1,1,1.2,10,1,1.5,1.6,10,2,2,2,10,2,2,2,10,6,6,5.8,10,6,5.5,5.8,10,6,5.5,5,10,5,5.5,5.8,10,7,6.5,6,10,7,6.5,6,20,14,13.5,13.6,20,14,13.5,13.8,10,13,13,12.6,10,13,13.5,14.2,20,14,14,13.8,20,14,14,13.8
35,0.880325662,0.8595226765,0.8573019808,0.8556501936,0.546504497,0.5058510546,0.5019243447,0.4980277522,0.8256502094,0.7821175223,0.7779013386,0.7740619768,0.8082911085,0.7576482901,0.7527327687,0.7481675881,0.8590497323,0.8358387073,0.833719193,0.8315703519,0.8303416297,0.8187361172,0.8176763601,0.8166019395,0.1723826384,0.1713862216,0.1709547947,0.1705664938,-0.002232065,-0.684035352,-1.225695612,-2.123603913,0.1654653566,0.1600540924,0.1576528809,0.1557031411,0.1688016857,0.1626166414,0.1599035361,0.1582631613,0.1630513807,0.1607477105,0.160196539,0.15930755,0.17227803,0.1715640133,0.1713848264,0.1710920531,0.048954224,0.0498492437,0.0498525603,0.049835346,-0.001021065,-0.338061642,-0.610498188,-1.066006816,0.0501015305,0.0511604995,0.0506660913,0.0502876855,0.0522094342,0.0536583542,0.0531076707,0.0528835931,0.0474510889,0.0480797638,0.0480367192,0.0478935876,0.0518696233,0.0523868465,0.0523999576,0.0523792698,0.7176042088,0.9352488871,0.9464184541,0.9530554431,0.47956293,0.6244435451,0.631970862,0.6365034399,0.7053824363,0.9186564144,0.9295831647,0.9361392149,0.7006879806,0.9126669365,0.9235127479,0.9300687981,0.7177660866,0.9348441926,0.9459328207,0.9526507487,0.7177660866,0.9348441926,0.9459328207,0.9526507487,10,2,1.5,1.2,10,1,1,0.6,10,2,1.5,1,10,1,0.5,0.6,10,2,2,1.4,10,2,2,1.4,10,6,5,4,10,4,3,3,10,6,5,4.2,10,4,3.5,3,10,6,5.5,5,10,6,5.5,5,20,13,12,10.6,20,10,10,10,20,13,12,11,10,11,11,9.4,20,14,13.5,12,20,14,13.5,12
